Driver,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus,PitInTime,PitOutTime,Sector1Time,Sector2Time,Sector3Time,Position,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Year,GrandPrix,Session
RUS,30.0,0 days 00:01:20.427000,MEDIUM,10.0,2.0,1,,,0 days 00:00:23.711000,0 days 00:00:32.499000,0 days 00:00:24.217000,6.0,80.427,23.711,32.499,24.217,2025,Barcelona-Catalunya,R
RUS,31.0,0 days 00:01:20.421000,MEDIUM,11.0,2.0,1,,,0 days 00:00:23.569000,0 days 00:00:32.571000,0 days 00:00:24.281000,6.0,80.421,23.569,32.571,24.281,2025,Barcelona-Catalunya,R
RUS,32.0,0 days 00:01:20.533000,MEDIUM,12.0,2.0,1,,,0 days 00:00:23.589000,0 days 00:00:32.674000,0 days 00:00:24.270000,6.0,80.533,23.589,32.674,24.27,2025,Barcelona-Catalunya,R
RUS,33.0,0 days 00:01:20.669000,MEDIUM,13.0,2.0,1,,,0 days 00:00:23.799000,0 days 00:00:32.620000,0 days 00:00:24.250000,6.0,80.669,23.799,32.62,24.25,2025,Barcelona-Catalunya,R
RUS,34.0,0 days 00:01:20.421000,MEDIUM,14.0,2.0,1,,,0 days 00:00:23.732000,0 days 00:00:32.518000,0 days 00:00:24.171000,6.0,80.421,23.732,32.518,24.171,2025,Barcelona-Catalunya,R
RUS,35.0,0 days 00:01:20.619000,MEDIUM,15.0,2.0,1,,,0 days 00:00:23.654000,0 days 00:00:32.668000,0 days 00:00:24.297000,6.0,80.619,23.654,32.668,24.297,2025,Barcelona-Catalunya,R
RUS,36.0,0 days 00:01:20.368000,MEDIUM,16.0,2.0,1,,,0 days 00:00:23.662000,0 days 00:00:32.474000,0 days 00:00:24.232000,6.0,80.368,23.662,32.474,24.232,2025,Barcelona-Catalunya,R
RUS,37.0,0 days 00:01:20.537000,MEDIUM,17.0,2.0,1,,,0 days 00:00:23.594000,0 days 00:00:32.628000,0 days 00:00:24.315000,6.0,80.537,23.594,32.628,24.315,2025,Barcelona-Catalunya,R
RUS,38.0,0 days 00:01:20.524000,MEDIUM,18.0,2.0,1,,,0 days 00:00:23.643000,0 days 00:00:32.591000,0 days 00:00:24.290000,6.0,80.524,23.643,32.591,24.29,2025,Barcelona-Catalunya,R
RUS,39.0,0 days 00:01:20.499000,MEDIUM,19.0,2.0,1,,,0 days 00:00:23.570000,0 days 00:00:32.623000,0 days 00:00:24.306000,6.0,80.499,23.57,32.623,24.306,2025,Barcelona-Catalunya,R
RUS,40.0,0 days 00:01:20.888000,MEDIUM,20.0,2.0,1,,,0 days 00:00:23.595000,0 days 00:00:32.691000,0 days 00:00:24.602000,6.0,80.888,23.595,32.691,24.602,2025,Barcelona-Catalunya,R
RUS,43.0,0 days 00:01:18.437000,SOFT,2.0,3.0,1,,,0 days 00:00:23.083000,0 days 00:00:31.624000,0 days 00:00:23.730000,7.0,78.437,23.083,31.624,23.73,2025,Barcelona-Catalunya,R
RUS,44.0,0 days 00:01:19.079000,SOFT,3.0,3.0,1,,,0 days 00:00:23.446000,0 days 00:00:31.980000,0 days 00:00:23.653000,6.0,79.079,23.446,31.98,23.653,2025,Barcelona-Catalunya,R
RUS,45.0,0 days 00:01:19.176000,SOFT,4.0,3.0,1,,,0 days 00:00:23.553000,0 days 00:00:31.845000,0 days 00:00:23.778000,6.0,79.176,23.553,31.845,23.778,2025,Barcelona-Catalunya,R
RUS,46.0,0 days 00:01:19.351000,SOFT,5.0,3.0,1,,,0 days 00:00:23.553000,0 days 00:00:31.912000,0 days 00:00:23.886000,6.0,79.351,23.553,31.912,23.886,2025,Barcelona-Catalunya,R
RUS,47.0,0 days 00:01:19.393000,SOFT,6.0,3.0,1,,,0 days 00:00:23.478000,0 days 00:00:32.052000,0 days 00:00:23.863000,5.0,79.393,23.478,32.052,23.863,2025,Barcelona-Catalunya,R
RUS,48.0,0 days 00:01:19.047000,SOFT,7.0,3.0,1,,,0 days 00:00:23.359000,0 days 00:00:31.866000,0 days 00:00:23.822000,5.0,79.047,23.359,31.866,23.822,2025,Barcelona-Catalunya,R
RUS,49.0,0 days 00:01:19.121000,SOFT,8.0,3.0,1,,,0 days 00:00:23.465000,0 days 00:00:31.960000,0 days 00:00:23.696000,5.0,79.121,23.465,31.96,23.696,2025,Barcelona-Catalunya,R
RUS,50.0,0 days 00:01:19.416000,SOFT,9.0,3.0,1,,,0 days 00:00:23.404000,0 days 00:00:32.086000,0 days 00:00:23.926000,5.0,79.416,23.404,32.086,23.926,2025,Barcelona-Catalunya,R
RUS,51.0,0 days 00:01:19.471000,SOFT,10.0,3.0,1,,,0 days 00:00:23.439000,0 days 00:00:32.141000,0 days 00:00:23.891000,5.0,79.471,23.439,32.141,23.891,2025,Barcelona-Catalunya,R
RUS,52.0,0 days 00:01:19.280000,SOFT,11.0,3.0,1,,,0 days 00:00:23.240000,0 days 00:00:32.092000,0 days 00:00:23.948000,5.0,79.28,23.24,32.092,23.948,2025,Barcelona-Catalunya,R
RUS,53.0,0 days 00:01:19.426000,SOFT,12.0,3.0,1,,,0 days 00:00:23.469000,0 days 00:00:32.045000,0 days 00:00:23.912000,5.0,79.426,23.469,32.045,23.912,2025,Barcelona-Catalunya,R
RUS,54.0,0 days 00:01:19.578000,SOFT,13.0,3.0,1,,,0 days 00:00:23.432000,0 days 00:00:32.106000,0 days 00:00:24.040000,5.0,79.578,23.432,32.106,24.04,2025,Barcelona-Catalunya,R
RUS,61.0,0 days 00:01:18.843000,SOFT,9.0,4.0,1,,,0 days 00:00:23.576000,0 days 00:00:31.975000,0 days 00:00:23.292000,5.0,78.843,23.576,31.975,23.292,2025,Barcelona-Catalunya,R
RUS,62.0,0 days 00:01:17.244000,SOFT,10.0,4.0,1,,,0 days 00:00:22.988000,0 days 00:00:31.092000,0 days 00:00:23.164000,5.0,77.244,22.988,31.092,23.164,2025,Barcelona-Catalunya,R
RUS,63.0,0 days 00:01:17.594000,SOFT,11.0,4.0,1,,,0 days 00:00:22.746000,0 days 00:00:31.382000,0 days 00:00:23.466000,5.0,77.594,22.746,31.382,23.466,2025,Barcelona-Catalunya,R
RUS,64.0,0 days 00:01:18.793000,SOFT,12.0,4.0,1,,,0 days 00:00:22.737000,0 days 00:00:32.309000,0 days 00:00:23.747000,4.0,78.793,22.737,32.309,23.747,2025,Barcelona-Catalunya,R
RUS,65.0,0 days 00:01:17.749000,SOFT,13.0,4.0,1,,,0 days 00:00:22.926000,0 days 00:00:31.497000,0 days 00:00:23.326000,4.0,77.749,22.926,31.497,23.326,2025,Barcelona-Catalunya,R
RUS,66.0,0 days 00:01:18.569000,SOFT,14.0,4.0,1,,,0 days 00:00:22.874000,0 days 00:00:31.938000,0 days 00:00:23.757000,4.0,78.569,22.874,31.938,23.757,2025,Barcelona-Catalunya,R
