Year,GrandPrix,Session,Driver,LapNumber,LapTimeSeconds,PreviousLapTime,Compound,CompoundEncoded,TyreLife,TyreLifeNormalized,Stint,StintLap,TrackStatus,IsPitLap,Position,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapTimeDelta
2025,Emilia Romagna,R,RUS,41.0,80.516,80.114,HARD,2,12.0,0.35294117647058826,3.0,11,1,0,9.0,25.544,28.003,26.969,0.402000000000001
2025,Emilia Romagna,R,RUS,42.0,80.309,80.516,HARD,2,13.0,0.38235294117647056,3.0,12,1,0,9.0,25.427,27.953,26.929,-0.20700000000000784
2025,Emilia Romagna,R,RUS,43.0,80.277,80.309,HARD,2,14.0,0.4117647058823529,3.0,13,1,0,9.0,25.335,27.989,26.953,-0.031999999999996476
2025,Emilia Romagna,R,RUS,44.0,80.211,80.277,HARD,2,15.0,0.4411764705882353,3.0,14,1,0,9.0,25.429,27.888,26.894,-0.0660000000000025
2025,Emilia Romagna,R,RUS,55.0,79.733,81.275,HARD,2,26.0,0.7647058823529411,3.0,16,1,0,6.0,25.246,27.958,26.529,-1.5420000000000016
2025,Emilia Romagna,R,RUS,56.0,80.938,79.733,HARD,2,27.0,0.7941176470588235,3.0,17,1,0,6.0,25.502,28.614,26.822,1.2049999999999983
2025,Emilia Romagna,R,RUS,57.0,80.517,80.938,HARD,2,28.0,0.8235294117647058,3.0,18,1,0,7.0,25.726,28.022,26.769,-0.4210000000000065
2025,Emilia Romagna,R,RUS,58.0,79.867,80.517,HARD,2,29.0,0.8529411764705882,3.0,19,1,0,7.0,25.199,27.819,26.849,-0.6499999999999915
2025,Emilia Romagna,R,RUS,59.0,79.983,79.867,HARD,2,30.0,0.8823529411764706,3.0,20,1,0,7.0,25.277,27.813,26.893,0.11599999999999966
2025,Emilia Romagna,R,RUS,60.0,79.821,79.983,HARD,2,31.0,0.9117647058823529,3.0,21,1,0,7.0,25.202,27.907,26.712,-0.16200000000000614
2025,Emilia Romagna,R,RUS,61.0,79.841,79.821,HARD,2,32.0,0.9411764705882353,3.0,22,1,0,7.0,25.03,27.935,26.876,0.01999999999999602
2025,Emilia Romagna,R,RUS,62.0,80.479,79.841,HARD,2,33.0,0.9705882352941176,3.0,23,1,0,7.0,25.394,28.162,26.923,0.6380000000000052
2025,Emilia Romagna,R,RUS,63.0,80.464,80.479,HARD,2,34.0,1.0,3.0,24,1,0,7.0,25.316,28.123,27.025,-0.015000000000000568
