Time,Driver,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus,PitInTime,PitOutTime,LapTimeSeconds,Year,GrandPrix
0 days 02:05:38.356000,LEC,41.0,0 days 00:01:36.493000,HARD,9.0,3.0,1,,,96.493,2025,Bahrain
0 days 02:07:14.660000,LEC,42.0,0 days 00:01:36.304000,HARD,10.0,3.0,1,,,96.304,2025,Bahrain
0 days 02:08:51.166000,LEC,43.0,0 days 00:01:36.506000,HARD,11.0,3.0,1,,,96.506,2025,Bahrain
0 days 02:10:27.713000,LEC,44.0,0 days 00:01:36.547000,HARD,12.0,3.0,1,,,96.547,2025,Bahrain
0 days 02:12:04.413000,LEC,45.0,0 days 00:01:36.700000,HARD,13.0,3.0,1,,,96.7,2025,Bahrain
0 days 02:13:41.307000,LEC,46.0,0 days 00:01:36.894000,HARD,14.0,3.0,1,,,96.894,2025,Bahrain
0 days 02:15:18.081000,LEC,47.0,0 days 00:01:36.774000,HARD,15.0,3.0,1,,,96.774,2025,Bahrain
0 days 02:16:55.035000,LEC,48.0,0 days 00:01:36.954000,HARD,16.0,3.0,1,,,96.954,2025,Bahrain
0 days 02:18:32.693000,LEC,49.0,0 days 00:01:37.658000,HARD,17.0,3.0,1,,,97.658,2025,Bahrain
0 days 02:20:09.649000,LEC,50.0,0 days 00:01:36.956000,HARD,18.0,3.0,1,,,96.956,2025,Bahrain
0 days 02:21:46.928000,LEC,51.0,0 days 00:01:37.279000,HARD,19.0,3.0,1,,,97.279,2025,Bahrain
0 days 02:23:25.351000,LEC,52.0,0 days 00:01:38.423000,HARD,20.0,3.0,1,,,98.423,2025,Bahrain
0 days 02:25:02.934000,LEC,53.0,0 days 00:01:37.583000,HARD,21.0,3.0,1,,,97.583,2025,Bahrain
0 days 02:26:40.728000,LEC,54.0,0 days 00:01:37.794000,HARD,22.0,3.0,1,,,97.794,2025,Bahrain
0 days 02:28:18.314000,LEC,55.0,0 days 00:01:37.586000,HARD,23.0,3.0,1,,,97.586,2025,Bahrain
0 days 02:29:55.980000,LEC,56.0,0 days 00:01:37.666000,HARD,24.0,3.0,1,,,97.666,2025,Bahrain
0 days 02:31:34.253000,LEC,57.0,0 days 00:01:38.273000,HARD,25.0,3.0,1,,,98.273,2025,Bahrain
0 days 00:57:19.702000,HAM,1.0,0 days 00:01:44.568000,MEDIUM,1.0,1.0,1,,,104.568,2025,Bahrain
0 days 00:58:58.268000,HAM,2.0,0 days 00:01:38.566000,MEDIUM,2.0,1.0,1,,,98.566,2025,Bahrain
0 days 01:00:36.687000,HAM,3.0,0 days 00:01:38.419000,MEDIUM,3.0,1.0,1,,,98.419,2025,Bahrain
0 days 01:02:15.341000,HAM,4.0,0 days 00:01:38.654000,MEDIUM,4.0,1.0,1,,,98.654,2025,Bahrain
0 days 01:03:54.806000,HAM,5.0,0 days 00:01:39.465000,MEDIUM,5.0,1.0,1,,,99.465,2025,Bahrain
0 days 01:05:33.910000,HAM,6.0,0 days 00:01:39.104000,MEDIUM,6.0,1.0,1,,,99.104,2025,Bahrain
0 days 01:07:13.189000,HAM,7.0,0 days 00:01:39.279000,MEDIUM,7.0,1.0,1,,,99.279,2025,Bahrain
0 days 01:08:52.932000,HAM,8.0,0 days 00:01:39.743000,MEDIUM,8.0,1.0,1,,,99.743,2025,Bahrain
0 days 01:10:33.877000,HAM,9.0,0 days 00:01:40.945000,MEDIUM,9.0,1.0,1,,,100.945,2025,Bahrain
0 days 01:12:13.174000,HAM,10.0,0 days 00:01:39.297000,MEDIUM,10.0,1.0,1,,,99.297,2025,Bahrain
0 days 01:13:52.320000,HAM,11.0,0 days 00:01:39.146000,MEDIUM,11.0,1.0,1,,,99.146,2025,Bahrain
0 days 01:15:31.205000,HAM,12.0,0 days 00:01:38.885000,MEDIUM,12.0,1.0,1,,,98.885,2025,Bahrain
0 days 01:17:10.108000,HAM,13.0,0 days 00:01:38.903000,MEDIUM,13.0,1.0,1,,,98.903,2025,Bahrain
0 days 01:18:49.235000,HAM,14.0,0 days 00:01:39.127000,MEDIUM,14.0,1.0,1,,,99.127,2025,Bahrain
0 days 01:20:28.511000,HAM,15.0,0 days 00:01:39.276000,MEDIUM,15.0,1.0,1,,,99.276,2025,Bahrain
0 days 01:22:07.997000,HAM,16.0,0 days 00:01:39.486000,MEDIUM,16.0,1.0,1,,,99.486,2025,Bahrain
0 days 01:23:49.681000,HAM,17.0,0 days 00:01:41.684000,MEDIUM,17.0,1.0,1,0 days 01:23:48.039000,,101.684,2025,Bahrain
0 days 01:25:47.568000,HAM,18.0,0 days 00:01:57.887000,MEDIUM,1.0,2.0,1,,0 days 01:24:12.399000,117.887,2025,Bahrain
0 days 01:27:24.366000,HAM,19.0,0 days 00:01:36.798000,MEDIUM,2.0,2.0,1,,,96.798,2025,Bahrain
0 days 01:29:01.692000,HAM,20.0,0 days 00:01:37.326000,MEDIUM,3.0,2.0,1,,,97.326,2025,Bahrain
0 days 01:30:40.122000,HAM,21.0,0 days 00:01:38.430000,MEDIUM,4.0,2.0,1,,,98.43,2025,Bahrain
0 days 01:32:18.132000,HAM,22.0,0 days 00:01:38.010000,MEDIUM,5.0,2.0,1,,,98.01,2025,Bahrain
0 days 01:33:56.056000,HAM,23.0,0 days 00:01:37.924000,MEDIUM,6.0,2.0,1,,,97.924,2025,Bahrain
0 days 01:35:34.582000,HAM,24.0,0 days 00:01:38.526000,MEDIUM,7.0,2.0,1,,,98.526,2025,Bahrain
0 days 01:37:12.245000,HAM,25.0,0 days 00:01:37.663000,MEDIUM,8.0,2.0,1,,,97.663,2025,Bahrain
0 days 01:38:49.630000,HAM,26.0,0 days 00:01:37.385000,MEDIUM,9.0,2.0,1,,,97.385,2025,Bahrain
0 days 01:40:27.325000,HAM,27.0,0 days 00:01:37.695000,MEDIUM,10.0,2.0,1,,,97.695,2025,Bahrain
0 days 01:42:04.999000,HAM,28.0,0 days 00:01:37.674000,MEDIUM,11.0,2.0,1,,,97.674,2025,Bahrain
0 days 01:43:42.287000,HAM,29.0,0 days 00:01:37.288000,MEDIUM,12.0,2.0,1,,,97.288,2025,Bahrain
0 days 01:45:19.804000,HAM,30.0,0 days 00:01:37.517000,MEDIUM,13.0,2.0,1,,,97.517,2025,Bahrain
0 days 01:46:57.402000,HAM,31.0,0 days 00:01:37.598000,MEDIUM,14.0,2.0,1,,,97.598,2025,Bahrain
0 days 01:48:53.065000,HAM,32.0,0 days 00:01:55.663000,MEDIUM,15.0,2.0,14,0 days 01:48:51.358000,,115.663,2025,Bahrain
0 days 01:51:25.268000,HAM,33.0,,HARD,1.0,3.0,4,,0 days 01:49:15.781000,,2025,Bahrain
0 days 01:53:38.119000,HAM,34.0,0 days 00:02:12.851000,HARD,2.0,3.0,4,,,132.851,2025,Bahrain
0 days 01:56:01.183000,HAM,35.0,0 days 00:02:23.064000,HARD,3.0,3.0,41,,,143.064,2025,Bahrain
0 days 01:57:38.697000,HAM,36.0,0 days 00:01:37.514000,HARD,4.0,3.0,1,,,97.514,2025,Bahrain
0 days 01:59:14.932000,HAM,37.0,0 days 00:01:36.235000,HARD,5.0,3.0,1,,,96.235,2025,Bahrain
0 days 02:00:52.130000,HAM,38.0,0 days 00:01:37.198000,HARD,6.0,3.0,1,,,97.198,2025,Bahrain
0 days 02:02:28.450000,HAM,39.0,0 days 00:01:36.320000,HARD,7.0,3.0,1,,,96.32,2025,Bahrain
0 days 02:04:05.109000,HAM,40.0,0 days 00:01:36.659000,HARD,8.0,3.0,1,,,96.659,2025,Bahrain
0 days 02:05:41.957000,HAM,41.0,0 days 00:01:36.848000,HARD,9.0,3.0,1,,,96.848,2025,Bahrain
0 days 02:07:19.072000,HAM,42.0,0 days 00:01:37.115000,HARD,10.0,3.0,1,,,97.115,2025,Bahrain
0 days 02:08:55.828000,HAM,43.0,0 days 00:01:36.756000,HARD,11.0,3.0,1,,,96.756,2025,Bahrain
0 days 02:10:32.829000,HAM,44.0,0 days 00:01:37.001000,HARD,12.0,3.0,1,,,97.001,2025,Bahrain
0 days 02:12:09.863000,HAM,45.0,0 days 00:01:37.034000,HARD,13.0,3.0,1,,,97.034,2025,Bahrain
0 days 02:13:46.888000,HAM,46.0,0 days 00:01:37.025000,HARD,14.0,3.0,1,,,97.025,2025,Bahrain
0 days 02:15:23.770000,HAM,47.0,0 days 00:01:36.882000,HARD,15.0,3.0,1,,,96.882,2025,Bahrain
0 days 02:17:00.787000,HAM,48.0,0 days 00:01:37.017000,HARD,16.0,3.0,1,,,97.017,2025,Bahrain
0 days 02:18:38.420000,HAM,49.0,0 days 00:01:37.633000,HARD,17.0,3.0,1,,,97.633,2025,Bahrain
0 days 02:20:15.996000,HAM,50.0,0 days 00:01:37.576000,HARD,18.0,3.0,1,,,97.576,2025,Bahrain
0 days 02:21:54.108000,HAM,51.0,0 days 00:01:38.112000,HARD,19.0,3.0,1,,,98.112,2025,Bahrain
0 days 02:23:31.855000,HAM,52.0,0 days 00:01:37.747000,HARD,20.0,3.0,1,,,97.747,2025,Bahrain
0 days 02:25:10.017000,HAM,53.0,0 days 00:01:38.162000,HARD,21.0,3.0,1,,,98.162,2025,Bahrain
0 days 02:26:48.045000,HAM,54.0,0 days 00:01:38.028000,HARD,22.0,3.0,1,,,98.028,2025,Bahrain
0 days 02:28:26.071000,HAM,55.0,0 days 00:01:38.026000,HARD,23.0,3.0,1,,,98.026,2025,Bahrain
0 days 02:30:04.133000,HAM,56.0,0 days 00:01:38.062000,HARD,24.0,3.0,1,,,98.062,2025,Bahrain
0 days 02:31:42.571000,HAM,57.0,0 days 00:01:38.438000,HARD,25.0,3.0,1,,,98.438,2025,Bahrain
0 days 00:57:19.011000,VER,1.0,0 days 00:01:43.877000,SOFT,4.0,1.0,1,,,103.877,2025,Bahrain
0 days 00:58:57.414000,VER,2.0,0 days 00:01:38.403000,SOFT,5.0,1.0,1,,,98.403,2025,Bahrain
0 days 01:00:35.889000,VER,3.0,0 days 00:01:38.475000,SOFT,6.0,1.0,1,,,98.475,2025,Bahrain
0 days 01:02:14.438000,VER,4.0,0 days 00:01:38.549000,SOFT,7.0,1.0,1,,,98.549,2025,Bahrain
0 days 01:03:53.198000,VER,5.0,0 days 00:01:38.760000,SOFT,8.0,1.0,1,,,98.76,2025,Bahrain
0 days 01:05:31.791000,VER,6.0,0 days 00:01:38.593000,SOFT,9.0,1.0,1,,,98.593,2025,Bahrain
0 days 01:07:10.720000,VER,7.0,0 days 00:01:38.929000,SOFT,10.0,1.0,1,,,98.929,2025,Bahrain
0 days 01:08:50.105000,VER,8.0,0 days 00:01:39.385000,SOFT,11.0,1.0,1,,,99.385,2025,Bahrain
0 days 01:10:29.775000,VER,9.0,0 days 00:01:39.670000,SOFT,12.0,1.0,1,,,99.67,2025,Bahrain
0 days 01:12:13.068000,VER,10.0,0 days 00:01:43.293000,SOFT,13.0,1.0,1,0 days 01:12:11.433000,,103.293,2025,Bahrain
0 days 01:14:12.986000,VER,11.0,0 days 00:01:59.918000,HARD,1.0,2.0,1,,0 days 01:12:37.959000,119.918,2025,Bahrain
0 days 01:15:50.190000,VER,12.0,0 days 00:01:37.204000,HARD,2.0,2.0,1,,,97.204,2025,Bahrain
0 days 01:17:28.517000,VER,13.0,0 days 00:01:38.327000,HARD,3.0,2.0,1,,,98.327,2025,Bahrain
0 days 01:19:06.604000,VER,14.0,0 days 00:01:38.087000,HARD,4.0,2.0,1,,,98.087,2025,Bahrain
0 days 01:20:44.891000,VER,15.0,0 days 00:01:38.287000,HARD,5.0,2.0,1,,,98.287,2025,Bahrain
0 days 01:22:24.194000,VER,16.0,0 days 00:01:39.303000,HARD,6.0,2.0,1,,,99.303,2025,Bahrain
0 days 01:24:02.602000,VER,17.0,0 days 00:01:38.408000,HARD,7.0,2.0,1,,,98.408,2025,Bahrain
0 days 01:25:41.155000,VER,18.0,0 days 00:01:38.553000,HARD,8.0,2.0,1,,,98.553,2025,Bahrain
0 days 01:27:19.670000,VER,19.0,0 days 00:01:38.515000,HARD,9.0,2.0,1,,,98.515,2025,Bahrain
0 days 01:29:00.097000,VER,20.0,0 days 00:01:40.427000,HARD,10.0,2.0,1,,,100.427,2025,Bahrain
0 days 01:30:39.045000,VER,21.0,0 days 00:01:38.948000,HARD,11.0,2.0,1,,,98.948,2025,Bahrain
0 days 01:32:19.121000,VER,22.0,0 days 00:01:40.076000,HARD,12.0,2.0,1,,,100.076,2025,Bahrain
0 days 01:33:57.554000,VER,23.0,0 days 00:01:38.433000,HARD,13.0,2.0,1,,,98.433,2025,Bahrain
0 days 01:35:36.425000,VER,24.0,0 days 00:01:38.871000,HARD,14.0,2.0,1,,,98.871,2025,Bahrain
0 days 01:37:15.917000,VER,25.0,0 days 00:01:39.492000,HARD,15.0,2.0,1,,,99.492,2025,Bahrain
0 days 01:38:58.405000,VER,26.0,0 days 00:01:42.488000,HARD,16.0,2.0,1,0 days 01:38:56.736000,,102.488,2025,Bahrain
0 days 01:40:58.450000,VER,27.0,0 days 00:02:00.045000,MEDIUM,1.0,3.0,1,,0 days 01:39:24.978000,120.045,2025,Bahrain
0 days 01:42:35.540000,VER,28.0,0 days 00:01:37.090000,MEDIUM,2.0,3.0,1,,,97.09,2025,Bahrain
0 days 01:44:11.707000,VER,29.0,0 days 00:01:36.167000,MEDIUM,3.0,3.0,1,,,96.167,2025,Bahrain
0 days 01:45:48.401000,VER,30.0,0 days 00:01:36.694000,MEDIUM,4.0,3.0,1,,,96.694,2025,Bahrain
0 days 01:47:26.441000,VER,31.0,0 days 00:01:38.040000,MEDIUM,5.0,3.0,1,,,98.04,2025,Bahrain
0 days 01:49:30.678000,VER,32.0,0 days 00:02:04.237000,MEDIUM,6.0,3.0,14,,,124.237,2025,Bahrain
0 days 01:51:43.129000,VER,33.0,0 days 00:02:12.451000,MEDIUM,7.0,3.0,4,,,132.451,2025,Bahrain
0 days 01:53:43.498000,VER,34.0,0 days 00:02:00.369000,MEDIUM,8.0,3.0,4,,,120.369,2025,Bahrain
0 days 01:56:02.648000,VER,35.0,0 days 00:02:19.150000,MEDIUM,9.0,3.0,41,,,139.15,2025,Bahrain
0 days 01:57:41.270000,VER,36.0,0 days 00:01:38.622000,MEDIUM,10.0,3.0,1,,,98.622,2025,Bahrain
0 days 01:59:18.615000,VER,37.0,0 days 00:01:37.345000,MEDIUM,11.0,3.0,1,,,97.345,2025,Bahrain
0 days 02:00:54.786000,VER,38.0,0 days 00:01:36.171000,MEDIUM,12.0,3.0,1,,,96.171,2025,Bahrain
0 days 02:02:31.456000,VER,39.0,0 days 00:01:36.670000,MEDIUM,13.0,3.0,1,,,96.67,2025,Bahrain
0 days 02:04:08.515000,VER,40.0,0 days 00:01:37.059000,MEDIUM,14.0,3.0,1,,,97.059,2025,Bahrain
0 days 02:05:45.437000,VER,41.0,0 days 00:01:36.922000,MEDIUM,15.0,3.0,1,,,96.922,2025,Bahrain
0 days 02:07:22.600000,VER,42.0,0 days 00:01:37.163000,MEDIUM,16.0,3.0,1,,,97.163,2025,Bahrain
0 days 02:08:59.695000,VER,43.0,0 days 00:01:37.095000,MEDIUM,17.0,3.0,1,,,97.095,2025,Bahrain
0 days 02:10:36.733000,VER,44.0,0 days 00:01:37.038000,MEDIUM,18.0,3.0,1,,,97.038,2025,Bahrain
0 days 02:12:14.118000,VER,45.0,0 days 00:01:37.385000,MEDIUM,19.0,3.0,1,,,97.385,2025,Bahrain
0 days 02:13:51.469000,VER,46.0,0 days 00:01:37.351000,MEDIUM,20.0,3.0,1,,,97.351,2025,Bahrain
0 days 02:15:28.838000,VER,47.0,0 days 00:01:37.369000,MEDIUM,21.0,3.0,1,,,97.369,2025,Bahrain
0 days 02:17:06.322000,VER,48.0,0 days 00:01:37.484000,MEDIUM,22.0,3.0,1,,,97.484,2025,Bahrain
0 days 02:18:43.942000,VER,49.0,0 days 00:01:37.620000,MEDIUM,23.0,3.0,1,,,97.62,2025,Bahrain
0 days 02:20:21.626000,VER,50.0,0 days 00:01:37.684000,MEDIUM,24.0,3.0,1,,,97.684,2025,Bahrain
0 days 02:21:59.701000,VER,51.0,0 days 00:01:38.075000,MEDIUM,25.0,3.0,1,,,98.075,2025,Bahrain
0 days 02:23:37.766000,VER,52.0,0 days 00:01:38.065000,MEDIUM,26.0,3.0,1,,,98.065,2025,Bahrain
0 days 02:25:16.201000,VER,53.0,0 days 00:01:38.435000,MEDIUM,27.0,3.0,1,,,98.435,2025,Bahrain
0 days 02:26:54.599000,VER,54.0,0 days 00:01:38.398000,MEDIUM,28.0,3.0,1,,,98.398,2025,Bahrain
0 days 02:28:33.286000,VER,55.0,0 days 00:01:38.687000,MEDIUM,29.0,3.0,1,,,98.687,2025,Bahrain
0 days 02:30:11.302000,VER,56.0,0 days 00:01:38.016000,MEDIUM,30.0,3.0,1,,,98.016,2025,Bahrain
0 days 02:31:48.964000,VER,57.0,0 days 00:01:37.662000,MEDIUM,31.0,3.0,1,,,97.662,2025,Bahrain
0 days 00:57:17.184000,GAS,1.0,0 days 00:01:42.050000,SOFT,4.0,1.0,1,,,102.05,2025,Bahrain
0 days 00:58:55.248000,GAS,2.0,0 days 00:01:38.064000,SOFT,5.0,1.0,1,,,98.064,2025,Bahrain
0 days 01:00:33.666000,GAS,3.0,0 days 00:01:38.418000,SOFT,6.0,1.0,1,,,98.418,2025,Bahrain
0 days 01:02:11.978000,GAS,4.0,0 days 00:01:38.312000,SOFT,7.0,1.0,1,,,98.312,2025,Bahrain
0 days 01:03:50.594000,GAS,5.0,0 days 00:01:38.616000,SOFT,8.0,1.0,1,,,98.616,2025,Bahrain
0 days 01:05:29.461000,GAS,6.0,0 days 00:01:38.867000,SOFT,9.0,1.0,1,,,98.867,2025,Bahrain
0 days 01:07:08.464000,GAS,7.0,0 days 00:01:39.003000,SOFT,10.0,1.0,1,,,99.003,2025,Bahrain
0 days 01:08:47.895000,GAS,8.0,0 days 00:01:39.431000,SOFT,11.0,1.0,1,,,99.431,2025,Bahrain
0 days 01:10:27.991000,GAS,9.0,0 days 00:01:40.096000,SOFT,12.0,1.0,1,,,100.096,2025,Bahrain
0 days 01:12:12.206000,GAS,10.0,0 days 00:01:44.215000,SOFT,13.0,1.0,1,0 days 01:12:10.485000,,104.215,2025,Bahrain
0 days 01:14:10.066000,GAS,11.0,0 days 00:01:57.860000,MEDIUM,1.0,2.0,1,,0 days 01:12:35.507000,117.86,2025,Bahrain
0 days 01:15:47.454000,GAS,12.0,0 days 00:01:37.388000,MEDIUM,2.0,2.0,1,,,97.388,2025,Bahrain
0 days 01:17:25.122000,GAS,13.0,0 days 00:01:37.668000,MEDIUM,3.0,2.0,1,,,97.668,2025,Bahrain
0 days 01:19:04.812000,GAS,14.0,0 days 00:01:39.690000,MEDIUM,4.0,2.0,1,,,99.69,2025,Bahrain
0 days 01:20:42.857000,GAS,15.0,0 days 00:01:38.045000,MEDIUM,5.0,2.0,1,,,98.045,2025,Bahrain
0 days 01:22:21.038000,GAS,16.0,0 days 00:01:38.181000,MEDIUM,6.0,2.0,1,,,98.181,2025,Bahrain
0 days 01:23:59.236000,GAS,17.0,0 days 00:01:38.198000,MEDIUM,7.0,2.0,1,,,98.198,2025,Bahrain
0 days 01:25:38.387000,GAS,18.0,0 days 00:01:39.151000,MEDIUM,8.0,2.0,1,,,99.151,2025,Bahrain
0 days 01:27:16.499000,GAS,19.0,0 days 00:01:38.112000,MEDIUM,9.0,2.0,1,,,98.112,2025,Bahrain
0 days 01:28:54.940000,GAS,20.0,0 days 00:01:38.441000,MEDIUM,10.0,2.0,1,,,98.441,2025,Bahrain
0 days 01:30:33.133000,GAS,21.0,0 days 00:01:38.193000,MEDIUM,11.0,2.0,1,,,98.193,2025,Bahrain
0 days 01:32:11.479000,GAS,22.0,0 days 00:01:38.346000,MEDIUM,12.0,2.0,1,,,98.346,2025,Bahrain
0 days 01:33:50.095000,GAS,23.0,0 days 00:01:38.616000,MEDIUM,13.0,2.0,1,,,98.616,2025,Bahrain
0 days 01:35:28.535000,GAS,24.0,0 days 00:01:38.440000,MEDIUM,14.0,2.0,1,,,98.44,2025,Bahrain
0 days 01:37:07.230000,GAS,25.0,0 days 00:01:38.695000,MEDIUM,15.0,2.0,1,,,98.695,2025,Bahrain
0 days 01:38:46.128000,GAS,26.0,0 days 00:01:38.898000,MEDIUM,16.0,2.0,1,,,98.898,2025,Bahrain
0 days 01:40:24.880000,GAS,27.0,0 days 00:01:38.752000,MEDIUM,17.0,2.0,1,,,98.752,2025,Bahrain
0 days 01:42:06.046000,GAS,28.0,0 days 00:01:41.166000,MEDIUM,18.0,2.0,1,0 days 01:42:04.406000,,101.166,2025,Bahrain
0 days 01:44:04.229000,GAS,29.0,0 days 00:01:58.183000,HARD,1.0,3.0,1,,0 days 01:42:29.311000,118.183,2025,Bahrain
0 days 01:45:41.497000,GAS,30.0,0 days 00:01:37.268000,HARD,2.0,3.0,1,,,97.268,2025,Bahrain
0 days 01:47:19.188000,GAS,31.0,0 days 00:01:37.691000,HARD,3.0,3.0,1,,,97.691,2025,Bahrain
0 days 01:49:22.972000,GAS,32.0,0 days 00:02:03.784000,HARD,4.0,3.0,14,,,123.784,2025,Bahrain
0 days 01:51:34.008000,GAS,33.0,0 days 00:02:11.036000,HARD,5.0,3.0,4,,,131.036,2025,Bahrain
0 days 01:53:40.188000,GAS,34.0,0 days 00:02:06.180000,HARD,6.0,3.0,4,,,126.18,2025,Bahrain
0 days 01:56:02.021000,GAS,35.0,0 days 00:02:21.833000,HARD,7.0,3.0,41,,,141.833,2025,Bahrain
0 days 01:57:39.452000,GAS,36.0,0 days 00:01:37.431000,HARD,8.0,3.0,1,,,97.431,2025,Bahrain
0 days 01:59:16.641000,GAS,37.0,0 days 00:01:37.189000,HARD,9.0,3.0,1,,,97.189,2025,Bahrain
0 days 02:00:53.323000,GAS,38.0,0 days 00:01:36.682000,HARD,10.0,3.0,1,,,96.682,2025,Bahrain
0 days 02:02:29.854000,GAS,39.0,0 days 00:01:36.531000,HARD,11.0,3.0,1,,,96.531,2025,Bahrain
0 days 02:04:06.835000,GAS,40.0,0 days 00:01:36.981000,HARD,12.0,3.0,1,,,96.981,2025,Bahrain
0 days 02:05:43.704000,GAS,41.0,0 days 00:01:36.869000,HARD,13.0,3.0,1,,,96.869,2025,Bahrain
0 days 02:07:20.961000,GAS,42.0,0 days 00:01:37.257000,HARD,14.0,3.0,1,,,97.257,2025,Bahrain
0 days 02:08:58.146000,GAS,43.0,0 days 00:01:37.185000,HARD,15.0,3.0,1,,,97.185,2025,Bahrain
0 days 02:10:35.378000,GAS,44.0,0 days 00:01:37.232000,HARD,16.0,3.0,1,,,97.232,2025,Bahrain
0 days 02:12:12.736000,GAS,45.0,0 days 00:01:37.358000,HARD,17.0,3.0,1,,,97.358,2025,Bahrain
0 days 02:13:49.963000,GAS,46.0,0 days 00:01:37.227000,HARD,18.0,3.0,1,,,97.227,2025,Bahrain
0 days 02:15:27.462000,GAS,47.0,0 days 00:01:37.499000,HARD,19.0,3.0,1,,,97.499,2025,Bahrain
0 days 02:17:05.129000,GAS,48.0,0 days 00:01:37.667000,HARD,20.0,3.0,1,,,97.667,2025,Bahrain
0 days 02:18:42.891000,GAS,49.0,0 days 00:01:37.762000,HARD,21.0,3.0,1,,,97.762,2025,Bahrain
0 days 02:20:20.789000,GAS,50.0,0 days 00:01:37.898000,HARD,22.0,3.0,1,,,97.898,2025,Bahrain
0 days 02:21:58.696000,GAS,51.0,0 days 00:01:37.907000,HARD,23.0,3.0,1,,,97.907,2025,Bahrain
0 days 02:23:36.923000,GAS,52.0,0 days 00:01:38.227000,HARD,24.0,3.0,1,,,98.227,2025,Bahrain
0 days 02:25:15.312000,GAS,53.0,0 days 00:01:38.389000,HARD,25.0,3.0,1,,,98.389,2025,Bahrain
0 days 02:26:53.808000,GAS,54.0,0 days 00:01:38.496000,HARD,26.0,3.0,1,,,98.496,2025,Bahrain
0 days 02:28:32.421000,GAS,55.0,0 days 00:01:38.613000,HARD,27.0,3.0,1,,,98.613,2025,Bahrain
0 days 02:30:10.625000,GAS,56.0,0 days 00:01:38.204000,HARD,28.0,3.0,1,,,98.204,2025,Bahrain
0 days 02:31:50.571000,GAS,57.0,0 days 00:01:39.946000,HARD,29.0,3.0,1,,,99.946,2025,Bahrain
0 days 00:57:21.290000,OCO,1.0,0 days 00:01:46.156000,SOFT,1.0,1.0,1,,,106.156,2025,Bahrain
0 days 00:59:00.173000,OCO,2.0,0 days 00:01:38.883000,SOFT,2.0,1.0,1,,,98.883,2025,Bahrain
0 days 01:00:38.899000,OCO,3.0,0 days 00:01:38.726000,SOFT,3.0,1.0,1,,,98.726,2025,Bahrain
0 days 01:02:17.665000,OCO,4.0,0 days 00:01:38.766000,SOFT,4.0,1.0,1,,,98.766,2025,Bahrain
0 days 01:03:56.905000,OCO,5.0,0 days 00:01:39.240000,SOFT,5.0,1.0,1,,,99.24,2025,Bahrain
0 days 01:05:36.352000,OCO,6.0,0 days 00:01:39.447000,SOFT,6.0,1.0,1,,,99.447,2025,Bahrain
0 days 01:07:15.760000,OCO,7.0,0 days 00:01:39.408000,SOFT,7.0,1.0,1,,,99.408,2025,Bahrain
0 days 01:08:58.270000,OCO,8.0,0 days 00:01:42.510000,SOFT,8.0,1.0,1,0 days 01:08:56.531000,,102.51,2025,Bahrain
0 days 01:10:55.986000,OCO,9.0,0 days 00:01:57.716000,MEDIUM,1.0,2.0,1,,0 days 01:09:21.478000,117.716,2025,Bahrain
0 days 01:12:33.539000,OCO,10.0,0 days 00:01:37.553000,MEDIUM,2.0,2.0,1,,,97.553,2025,Bahrain
0 days 01:14:11.711000,OCO,11.0,0 days 00:01:38.172000,MEDIUM,3.0,2.0,1,,,98.172,2025,Bahrain
0 days 01:15:49.528000,OCO,12.0,0 days 00:01:37.817000,MEDIUM,4.0,2.0,1,,,97.817,2025,Bahrain
0 days 01:17:27.953000,OCO,13.0,0 days 00:01:38.425000,MEDIUM,5.0,2.0,1,,,98.425,2025,Bahrain
0 days 01:19:05.943000,OCO,14.0,0 days 00:01:37.990000,MEDIUM,6.0,2.0,1,,,97.99,2025,Bahrain
0 days 01:20:44.182000,OCO,15.0,0 days 00:01:38.239000,MEDIUM,7.0,2.0,1,,,98.239,2025,Bahrain
0 days 01:22:23.470000,OCO,16.0,0 days 00:01:39.288000,MEDIUM,8.0,2.0,1,,,99.288,2025,Bahrain
0 days 01:24:01.745000,OCO,17.0,0 days 00:01:38.275000,MEDIUM,9.0,2.0,1,,,98.275,2025,Bahrain
0 days 01:25:40.210000,OCO,18.0,0 days 00:01:38.465000,MEDIUM,10.0,2.0,1,,,98.465,2025,Bahrain
0 days 01:27:18.610000,OCO,19.0,0 days 00:01:38.400000,MEDIUM,11.0,2.0,1,,,98.4,2025,Bahrain
0 days 01:28:57.229000,OCO,20.0,0 days 00:01:38.619000,MEDIUM,12.0,2.0,1,,,98.619,2025,Bahrain
0 days 01:30:36.016000,OCO,21.0,0 days 00:01:38.787000,MEDIUM,13.0,2.0,1,,,98.787,2025,Bahrain
0 days 01:32:14.648000,OCO,22.0,0 days 00:01:38.632000,MEDIUM,14.0,2.0,1,,,98.632,2025,Bahrain
0 days 01:33:53.566000,OCO,23.0,0 days 00:01:38.918000,MEDIUM,15.0,2.0,1,,,98.918,2025,Bahrain
0 days 01:35:32.406000,OCO,24.0,0 days 00:01:38.840000,MEDIUM,16.0,2.0,1,,,98.84,2025,Bahrain
0 days 01:37:11.811000,OCO,25.0,0 days 00:01:39.405000,MEDIUM,17.0,2.0,1,,,99.405,2025,Bahrain
0 days 01:38:51.693000,OCO,26.0,0 days 00:01:39.882000,MEDIUM,18.0,2.0,1,,,99.882,2025,Bahrain
